division;clase;subclase;orden;familia;aceptado;genero;especie;Variedad;Subespecie;autor;nombre;Dir;;clasificacion;basionimo;endemica;zona_vdw;paises_andinotropicales;distribucion_mundial;ecorregion;ecosistema;habito;sustrato;Lista Roja mundial;CategoriaIUCN;CriterioIUCN;AutorCriterio;Revision;Revisor;FechaRevision;Comentarios
Bryophyta;Bryopsida;Dicranidae;Grimmiales;Grimmiaceae;1;Racomitrium;subsecundum;;;(Hook. & Grev. ex Harv.) Mitt.;Racomitrium subsecundum;Racomitrium_subsecundum;;6;;0;;;Pantropical;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnodendrales;Racopilaceae;1;Racopilum;intermedium;;;Hampe;Racopilum intermedium;Racopilum_intermedium;;6;;0;Am 4.;Venezuela, Colombia, Ecuador, Peru y Bolivia;Venezuela, Per£, Bolivia, Ecuador, Colombia, Nicaragua. At elevations from 1695-3100 m (Venezuela: 3000-3100 m, Colombia: 1600-3000 m, Ecuador: 1650-2320 m, Peru: 1450-3000 m, Bolivia: 2000-2650 m). Venezuela to Peru, and possibly Bolivia.(Tr¢picos A);;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hedwigiales;Rhacocarpaceae;1;Racopilum;tomentosum;;;(Hedw.) Brid.;Racopilum tomentosum;Racopilum_tomentosum;;6;;0;Am 1, Am 2, Am 3, Am 4, Am 5, Am 6;;Venezuela,  Colombia,  Ecuador,  Bolivia,  Argentina,  Per£;;;Terrestre, Sax°cola, Ep°fito;Suelo # Roca # Base de tronco;;;;;;;;En Pittier 1936 Rhacopilum tomentosum (Sw.) Brid.
Bryophyta;Bryopsida;Bryidae;Hypnales;Hypnaceae;1;Radulina;borbonica;;;(BÇl.) W.R. Buck;Radulina borbonica;Radulina_borbonica;;6;;0;;;;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Thuidiaceae;1;Rauiella;lagoensis;;;(Hampe) W.R. Buck;Rauiella lagoensis;Rauiella_lagoensis;;6;;0;Am 2, Am 4, Am 5.;;;;;Sax°cola;Roca;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Thuidiaceae;1;Rauiella;praelonga;;;(Schimp. ex Besch.) Wijk et Margad.;Rauiella praelonga;Rauiella_praelonga;;6;;0;Am 2, Am 4.;;;;;Sax°cola;Roca;;;;;;;;En Pittier 1936 como Rauia firmula (MÅll. Hal.) Broth 
Bryophyta;Bryopsida;Dicranidae;Dicranales;Dicranaceae;1;Rhabdoweisia;fugax;;;(Hedw.) Bruch & Schimp;Rhabdoweisia fugax;Rhabdoweisia_fugax;;6;;0;Am 1, Am 4, As 1, As 2, Eur.;Bolivia, Colombia, Per£;Austria,  Bolivia,  Brasil,  Colombia,  Chile,  Costa Rica,  Rep£blica Checa,  Alemania,  Honduras,  MÇxico, Colombia, Noruega,  Panam†,  Per£,  Reino Unido y Estados Unidos;;;;;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Dicranales;Dicranaceae;0;Rhabdoweisia;fugax;var. tenerrima;;E.B. Bartram;Rhabdoweisia fugax var. tenerrima;Rhabdoweisia_fugax_tenerrima;;8;;0;;Guatemala (Tropicos.org);Guatemala;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Rhizogonales;Rhizogoniaceae;1;Rhacocarpus;purpurascens;;;(Brid.) Paris;Rhacocarpus purpurascens;Rhacocarpus_purpurascens;;6;;0;Am 2, Am 3, Am 4, Am 5, Am 6, Afr 2, Afr 3, Austr 1, Austr 2.;;Venezuela,  Ecuador, Colombia, Per£, Bolivia, Costa Rica;;;;;;;;;;;;En Churchill et al 2000, Griffin III 1999 y Moreno 1990 como de Rhacocarpus rivularis (MÅll. Hal.) Paris
Bryophyta;Bryopsida;Bryidae;Hypnales;Hypnaceae;1;Rhacopilopsis;trinitensis;;;(MÅll. Hal.) E. Britton & Dixon;Rhacopilopsis trinitensis;Rhacopilopsis_trinitensis;;6;;0;Am 2, Am 3, Am 4, Am 5, Afr 2, Afr 3.;;Guatemala,  Costa Rica,  Panam†,  Trinidad,  Guyana. Guayana Francesa,  Angola, Congo,  Madagascar;;;Ep°fito;Ra°z;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Dicranales;Ditrichaceae;1;Rhamphidium;fendleri;;;(MÅll. Hal.) Broth.;Rhamphidium fendleri;Rhamphidium_fendleri;;6;;1;Am 4.;Venezuela;;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Sematophyllaceae;1;Rhaphidorrhynchium;amoenum;;;(Hedw.) M. Fleisch.;Rhaphidorrhynchium amoenum;Rhaphidorrhynchium_amoenum;;6;;0;;;;;;;;;;;;;;;En Pittier 1936 como Sematophyllum amoenum (Hedw.) Mitt.
Bryophyta;Bryopsida;Bryidae;Hypnales;Sematophyllaceae;1;Rhaphidorrhynchium;decurvifolium;;;(Mitt.) Broth.;Rhaphidorrhynchium decurvifolium;Rhaphidorrhynchium_decurvifolium;;6;;0;;;;;;;;;;;;;;;Como Sematophyllum decurvifolium Mitt. en Churchill & al 2000
Bryophyta;Bryopsida;Bryidae;Hypnales;Sematophyllaceae;1;Rhaphidorrhynchium;oblique-rostratum;;;(Mitt.) Broth.;Rhaphidorrhynchium oblique-rostratum;Rhaphidorrhynchium_oblique-rostratum;;6;;0;;;;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Sematophyllaceae;1;Rhaphidorrhynchium;sanguisetum;;;(MÅll. Hal.) Broth.;Rhaphidorrhynchium sanguisetum;Rhaphidorrhynchium_sanguisetum;;6;;1;Am 4.;Venezuela;Venezuela;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Sematophyllaceae;1;Rhaphidorrhynchium;trichostegum;;;(MÅll. Hal.) Broth.;Rhaphidorrhynchium trichostegum;Rhaphidorrhynchium_trichostegum;;6;;1;Am 4.;Venezuela;Venezuela;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Sematophyllaceae;1;Rhaphidostichum;elegans;;;H. Rob.;Rhaphidostichum elegans;Rhaphidostichum_elegans;;6;;1;Am 4.;Venezuela;Venezuela;;;;;Venezuela;VU;D2;Le¢n et al. 2013a;;;;
Bryophyta;Bryopsida;Bryidae;Rhizogonales;Rhizogoniaceae;1;Rhizogonium;lindigii;;;(Hampe) Mitt.;Rhizogonium lindigii;Rhizogonium_lindigii;;6;;0;;;;;;Terrestre, Sax°cola;Suelo arenoso # Roca;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Rigodiaceae;1;Rhizogonium;novae-hollandiae;;;(Brid.) Brid.;Rhizogonium novae-hollandiae;Rhizogonium_novae-hollandiae;;6;;0;Am 2, Am 4, Am 6, As 2, Austr 1, Austr 2.;;Venezuela,  Colombia,  Ecuador,  Bolivia,  Per£;;;Terrestre;Talud;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Orthotrichales;Orthotrichaceae;1;Rhynchostegiopsis;tunguaraguana;;;(Mitt.) Broth.;Rhynchostegiopsis tunguaraguana;Rhynchostegiopsis_tunguaraguana;;6;;0;;;;;;Lign°cola, Ep°fito;Madera en descomposici¢n # Ra°z, Rama;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Brachytheciaceae;1;Rhynchostegium;ambiguum;;;(SchwÑgr.) W.R. Buck;Rhynchostegium ambiguum;Rhynchostegium_ambiguum;;6;;0;Am 2, Am 4, Am 5.;;Venezuela;Andes, Cordillera de la Costa Oriental, Sur del Orinoco (Guayana);;Lign°cola;Tronco en descomposici¢n;;;;;;;;(Viene de Trichosteleum ambiguum (SchwÑgr.) Paris)
Bryophyta;Bryopsida;Bryidae;Hypnales;Brachytheciaceae;1;Rhynchostegium;campylocarpum;;;(C. MÅll) De Not.;Rhynchostegium campylocarpum;Rhynchostegium_campylocarpum;;6;;0;Am 4.;Venezuela y Ecuador;;Andes, Cordillera de la Costa Oriental;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Brachytheciaceae;1;Rhynchostegium;sellowii;;;(Hornsch.) Jaeg.;Rhynchostegium sellowii;Rhynchostegium_sellowii;;6;;0;;;Venezuela,  Brasil;Cordillera de la Costa Oriental;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Brachytheciaceae;0;Rhynchostegium;serrulatum;;;(Hedw.) Jaeg.;Rhynchostegium serrulatum;Rhynchostegium_serrulatum;;6;;0;;;Bolivia, Brasil, Canad†, Caribe, Colombia, Costa Rica, Guatemala, Honduras, MÇxico, Nicaragua, Panam†, Estados Unidos, Venezuela;Cordillera de la Costa Central, Cordillera de la Costa Oriental;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Brachytheciaceae;0;Rhynchostegium;serrulatum;var. frondicola;;(MÅll. Hal.) ThÇr.;Rhynchostegium serrulatum var. frondicola;Rhynchostegium_serrulatum_frondicola;;8;;0;Am 1, Am 2, Am 3, Am 4, As 2.;;;Andes, Cordillera de la Costa Oriental;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Brachytheciaceae;1;Rhynchostegium;subperspicuum;;;(MÅll. Hal.) Broth.;Rhynchostegium subperspicuum;Rhynchostegium_subperspicuum;;6;;1;Am 4.;Venezuela;;Andes;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Brachytheciaceae;1;Rhynchostegium;trachynotum;;;(MÅll. Hal.) Kindb.;Rhynchostegium trachynotum;Rhynchostegium_trachynotum;;6;;1;Am 4.;Venezuela;;Andes;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Orthotrichales;Orthotrichaceae;1;Rhyncostegiopsis;flexuosa;;;(Sull.) MÅll. Hal.;Rhyncostegiopsis flexuosa;Rhyncostegiopsis_flexuosa;;6;;0;;;;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Brachytheciaceae;1;Rhyncostegium;conchophyllum;;;(Taylor) Jaeg;Rhyncostegium conchophyllum;Rhyncostegium_conchophyllum;;6;;0;Am 4.;Venezuela, Colombia, Ecuador, Per£ y Bolivia;Bolivia,  Brasil,  Colombia y Per£;Andes, Cordillera de la Costa Central;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Hypnaceae;1;Rhytidium;rugosum;;;(Hedw.) Kindb;Rhytidium rugosum;Rhytidium_rugosum;;6;;0;Am 1, Am 2, Am 4, Afr 1, Afr 2, Afr 4, As 1, As 2, As 5, Eur.;;;;;;;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Grimmiales;Seligeraceae;1;Rigodium;toxarion;;;(SchwÑgr.) A. Jaeger;Rigodium toxarion;Rigodium_toxarion;;6;;0;Am 2, Am 3, Am 4, Am 5, Am 6, Afr 2, Afr 3, Afr 4.;;Costa Rica,  Colombia. Venezuela,  Per£,  Bolivia,  Ecuador. Venezuela 2750-3600 mts;;;;;;;;;;;;En Pittier 1936 como Rigodium solutum (Taylor) Paris
Bryophyta;Bryopsida;Bryidae;Bryales;Bryaceae;1;Rosulabryum;billarderi;;;(SchwÑgr.) J.R. Spence;Rosulabryum billarderi;Rosulabryum_billarderi;;6;;0;;;Brasil,  Chile,  Guayana Francesa,  Honduras . Brasil pantropical;Andes, Cordillera de la Costa Central. Sur del Orinoco (Guayana);;;;;;;;Rosulabryum billarderi (SchwÑgr.) J.R. Spence. Nombre aceptado por Spence 1996. Bryologist 99: 223.;Ussher M.S. (MERC) ;2013-03-12;
Bryophyta;Bryopsida;Bryidae;Bryales;Bryaceae;1;Rosulabryum;capillare;;;(Hedw.) J.R. Spence;Rosulabryum capillare;Rosulabryum_capillare;;6;;0;Am 1, Am 2, Am 4, Afr 1, Afr 2, As 1, As2, As 3, As 5, Austr 1, Austr 2, Eur, Oc;;;Andes, Sur del Orinoco (Guayana);;;;;;;;Rosulabryum capillare (Hedw.) J.R. Spence. Nombre aceptado por Spence 1996. Bryologist 99: 223.;Ussher M.S. (MERC) ;2013-03-12;En Pittier 1936 como Bryum leptoloma MÅll. Hal.
Bryophyta;Bryopsida;Bryidae;Hypnales;Entodontaceae;1;Rozea;andrieuxii;;;(MÅll. Hal.) Besch.;Rozea andrieuxii;Rozea_andrieuxii;;6;;0;Am 2, Am 4.;Venezuela;MÇxico;;;Sax°cola;Roca;;;;;;;;En Griffin 1975 y en Morales & Garc°a 2006 como Rozea bourgaeana Besh. 
Bryophyta;Bryopsida;Bryidae;Hypnales;Entodontaceae;1;Rozea;subjulacea;;;Besch.;Rozea subjulacea;Rozea_subjulacea;;6;;0;Am 2, Am 4.;Venezuela y Colombia.;Guatemala,  MÇxico, Colombia, Venezuela;;;;;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Grimmiales;Grimmiaceae;1;Schistidium;apocarpum;;;(Hedw.) Bruch & Schimp;Schistidium apocarpum;Schistidium_apocarpum;;6;;0;;Colombia, Bolivia, Per£ y Venezuela;Australia, Colombia, Costa Rica, Haw†i, Irak, Jap¢n, Madeira, Mongolia, Nueva Zelanda, Bolivia, Canad†, Chile, China, Rep£blica Checa, Finlandia, Francia, Alemania, Grecia, Groenlandia, Irlanda, Italia, Kazakst†n, Lesoto, MÇxico, Noruega, Per£, Sud†frica, Corea del Sur, Suecia, Suiza, Taiw†n, Turqu°a, Reino Unido, Estados Unidos y Venezuela;;;;;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Grimmiales;Grimmiaceae;1;Schistidium;rivulare;;;(Brid.) Podp.;Schistidium rivulare;Schistidium_rivulare;;6;;0;Am 1, Am 2, Am 4, As 1, As 2, As 5, Austr 1, Austr 2, Eur.;;Argentina, Bolivia, Canad†, Chile, China, Colombia, Checoslovaquia, Ecuador, Kazakst†n, Rusia, Estados Unidos, Taiw†n. Estados Unidos, Venezuela;;;Sax°cola;Roca;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Bryales;Bryaceae;1;Schizymenium;andinum;;;(Sull.) A.J. Shaw;Schizymenium andinum;Schizymenium_andinum;;6;;0;Am 4, Am 6.;;;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Bryales;Bryaceae;1;Schizymenium;bogotense;;;(Hampe) A.J. Shaw;Schizymenium bogotense;Schizymenium_bogotense;;6;;0;Am 4, Am 5.;;;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Bryales;Bryaceae;1;Schizymenium;campylocarpum;;;(Arn. & Hook.) A.J. Shaw;Schizymenium campylocarpum;Schizymenium_campylocarpum;;6;;0;Am 2, Am 4, Am 5, Afr 2, Afr 4.;;;Andes;;Sax°cola,  Terrestre, Ep°fito;Roca # Suelo # Muro;;;;;;;;En Griffin 1975 como Mielichhoferia campylocarpa (Arn. & Hook.) Mitt.
Bryophyta;Bryopsida;Bryidae;Bryales;Bryaceae;1;Schizymenium;gracilisetum;;;(Hampe) A.J. Shaw;Schizymenium gracilisetum;Schizymenium_gracilisetum;;6;;0;Am 2, Am 4.;Venezuela, Colombia, Bolivia;Colombia y Costa Rica  Ecuador;Andes;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Bryales;Bryaceae;1;Schizymenium;pseudopohlia;;;A.J Shaw;Schizymenium pseudopohlia;Schizymenium_pseudopohlia;;6;;0;Am 4.;Venezuela, Colombia, Ecuador y Bolivia.;Bolivia,  Colombia,  Ecuador;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Bryales;Bryaceae;1;Schizymenium;pusillum;;;(Hook. F & Wilson) A.J. Shaw;Schizymenium pusillum;Schizymenium_pusillum;;6;;0;Am 4.;Venezuela, Colombia, Per£ y Bolivia.;Bolivia,  Colombia;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Orthotrichales;Orthotrichaceae;1;Schlotheimia;angustata;;;Mitt.;Schlotheimia angustata;Schlotheimia_angustata;;6;;0;;;;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Orthotrichales;Orthotrichaceae;1;Schlotheimia;fuscoviridis;;;Hornsch.;Schlotheimia fuscoviridis;Schlotheimia_fuscoviridis;;6;;0;Am 4, Am 5.;;Brasil;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Orthotrichales;Orthotrichaceae;1;Schlotheimia;glauca;;;MÅll. Hal.;Schlotheimia glauca;Schlotheimia_glauca;;6;;1;Am 4.;Venezuela;;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Orthotrichales;Orthotrichaceae;1;Schlotheimia;grandi-areolata;;;MÅll. Hal.;Schlotheimia grandi-areolata;Schlotheimia_grandi-areolata;;6;;1;Am 4.;Venezuela;;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Orthotrichales;Orthotrichaceae;1;Schlotheimia;jamesonii;;;(Arn.) Brid.;Schlotheimia jamesonii;Schlotheimia_jamesonii;;6;;0;;;;;;Ep°fito;Tronco;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Orthotrichales;Orthotrichaceae;1;Schlotheimia;lasiomitria;;;MÅll. Hal.;Schlotheimia lasiomitria;Schlotheimia_lasiomitria;;6;;1;Am 4.;Venezuela;;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Orthotrichales;Orthotrichaceae;1;Schlotheimia;pungentissima;;;MÅll. Hal.;Schlotheimia pungentissima;Schlotheimia_pungentissima;;6;;1;Am 4.;Venezuela;;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Orthotrichales;Orthotrichaceae;1;Schlotheimia;rugifolia;;;(Hook.) SchwÑgr.;Schlotheimia rugifolia;Schlotheimia_rugifolia;;6;;0;Am 2, Am 3, Am 4, Am 5, Am 6;;;;;Ep°fito;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Splachnales;Meesiaceae;1;Schlotheimia;torquata;;;(Hedw.) Brid.;Schlotheimia torquata;Schlotheimia_torquata;;6;;0;Am 2, Am 3, Am 4, Am 5;;;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Meteoriaceae;1;Schlotheimia;trichomitria;;;SchwÑgr.;Schlotheimia trichomitria;Schlotheimia_trichomitria;;6;;0;Am 4, Am 5, Am 6.;;Bolivia, Brasil, Venezuela;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Cryphaeaceae;1;Schoenobryum;caripense;;;(MÅll. Hal.) Manuel;Schoenobryum caripense;Schoenobryum_caripense;;6;;0;;;;;;;;;;;;;;;En Pittier 1936 como Acrocryphaea caripensis (MÅll. Hal.) Hampe
Bryophyta;Bryopsida;Bryidae;Hypnales;Cryphaeaceae;1;Schoenobryum;concavifolium;;;(Griff.) Gangulee;Schoenobryum concavifolium;Schoenobryum_concavifolium;;6;;0;Am 2, Am 4, Am 5, Am 6, As 3, As 4;;;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Cryphaeaceae;0;Schoenobryum;julacea;;;Manuel (Dozy & Molk.) A. Jaeger;Schoenobryum julacea;Schoenobryum_julacea;;6;;0;;;Honduras y Paraguay;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Cryphaeaceae;1;Schoenobryum;rubricaule;;;(Mitt.) Manuel;Schoenobryum rubricaule;Schoenobryum_rubricaule;;6;;0;Am 4, Am 5.;Colombia y Ecuador.;Bolivia,  Colombia,  Per£,  Ecuador,  Panam†;;;;;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Pottiales;Pottiaceae;1;Scopelophila;ligulata;;;(Spruce) Spruce;Scopelophila ligulata;Scopelophila_ligulata;;6;;0;;;Venezuela,  Colombia,  Ecuador,  Bolivia,  Per£;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Amblystegiaceae;1;Scorpidium;scorpioides;;;(Hedw.) Limpr.;Scorpidium scorpioides;Scorpidium_scorpioides;;6;;0;Am 1, Am 4, As 1, Eur.;;;Andes;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Sematophyllaceae;1;Sematophyllum;adnatum;;;(Michx) E. Britton;Sematophyllum adnatum;Sematophyllum_adnatum;;6;;0;Am 1, Am 2, Am 3, Am 4, Am 5;;;;;;;;;;;;;;En Pittier 1936 como Sematophyllum constrictum Mitt.
Bryophyta;Bryopsida;Bryidae;Hypnales;Sematophyllaceae;1;Sematophyllum;aureosulfureum;;;(MÅll. Hal.) Broth.;Sematophyllum aureosulfureum;Sematophyllum_aureosulfureum;;6;;0;Am 4.;Venezuela y Colombia;Colombia, Per£ , Colombia. Infrequent, at elevations from 2650-3690 m (Venezuela: 3400 m, Colombia: 2650-3690 m).;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Sematophyllaceae;1;Sematophyllum;chlorocormum;;;(MÅll. Hal.) W. R. Buck, S. P. Churchill & I. Sastre;Sematophyllum chlorocormum;Sematophyllum_chlorocormum;;6;;0;Am 4.;Colombia, Bolivia y Venezuela.;Venezuela;Andes;;Sax°cola;;;;;;;;;Sobre afloramientos rocosos al lado de una quebrada.
Bryophyta;Bryopsida;Bryidae;Hypnales;Sematophyllaceae;1;Sematophyllum;chrysostegum;;;(MÅll. Hal.) Mitt.;Sematophyllum chrysostegum;Sematophyllum_chrysostegum;;6;;0;Am 4.;Venezuela, Colombia y Bolivia;Venezuela,  Colombia y Bolivia;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Sematophyllaceae;1;Sematophyllum;cuspidiferum;;;Mitt.;Sematophyllum cuspidiferum;Sematophyllum_cuspidiferum;;6;;0;Am 2, Am 3, Am 4.;;Venezuela,  Colombia,  Ecuador,  Bolivia;;;Sax°cola;Roca;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Sematophyllaceae;1;Sematophyllum;cyparissoides;;;(Hornsch.) R.S. Williams;Sematophyllum cyparissoides;Sematophyllum_cyparissoides;;6;;0;Am 4, Am 5.;;Venezuela,  Colombia;;;Ep°fito;Tronco;;;;;;;;En Moreno 1990 y Robinson 1967 como Rhaphidorrhynchium cyparissoides (Hornsch.) Broth. En tronco de la Selva H£meda
Bryophyta;Bryopsida;Bryidae;Hypnales;Sematophyllaceae;1;Sematophyllum;decumbens;;;Mitt.;Sematophyllum decumbens;Sematophyllum_decumbens;;6;;0;Am 2, Am 4, Am 5.;;;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Sematophyllaceae;1;Sematophyllum;erythropodium;;;Mitt.;Sematophyllum erythropodium;Sematophyllum_erythropodium;;6;;0;Am 4.;;Colombia, Venezuela;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Sematophyllaceae;1;Sematophyllum;flaccidifolium;;;(MÅll. Hal.) Mitt.;Sematophyllum flaccidifolium;Sematophyllum_flaccidifolium;;6;;0;Am 4, Am 5.;;;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Sematophyllaceae;1;Sematophyllum;flavidum;;;Mitt.;Sematophyllum flavidum;Sematophyllum_flavidum;;6;;0;;;;;;;;Colombia;VU;D2;Linares & Uribe 2002;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Sematopyllaceae;1;Sematophyllum;galipense;;;(MÅll. Hal.) Mitt.;Sematophyllum galipense;Sematophyllum_galipense;;6;;0;Am 2, Am 3, Am 4, Am 5.;;Belice, Bolivia, Brasil, Rep£blica Dominicana, Jamaica, Guatemala, Nicaragua, Islas de Barlovento, Puerto Rico, Colombia, Ecuador, Honduras, MÇxico, Panam†, Paraguay, Per£, Surinam, Venezuela;;;Ep°fito, Sax°cola;Tronco # Roca;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Sematophyllaceae;1;Sematophyllum;lithophilum;;;(Hornsch.) èngstrîm;Sematophyllum lithophilum;Sematophyllum_lithophilum;;6;;0;;;;;;Ep°fito;Tronco;;;;;;;;En Pittier 1936 como Sematophyllum loxense var. lithophilum (Hornsch.) Lindb.
Bryophyta;Bryopsida;Bryidae;Hypnales;Sematophyllaceae;1;Sematophyllum;lonchophyllum;;;(Mont.) J. Florsch.;Sematophyllum lonchophyllum;Sematophyllum_lonchophyllum;;6;;0;Am 4, Am 5.;;Venezuela,  Colombia,  Bolivia;;;;;;;;;;;;En Churchill et al. 2000 y Tropicos como de Potamium lonchophyllum (Mont.) Mitt)
Bryophyta;Bryopsida;Bryidae;Hypnales;Sematophyllaceae;0;Sematophyllum;loxense;;;(Hook.) Mitt.;Sematophyllum loxense;Sematophyllum_loxense;;6;;0;Am 2, Am 3, Am 4, Am 5;;Colombia Ecuador , Venezuela,  Bolivia. At elevations from 1170-3000 m Venezuela: ? m,  Colombia: 1170-2120 m,  Bolivia: 1200-3000 m. Tropical Andes.;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Sematophyllaceae;1;Sematophyllum;pacimoniense;;;(Mitt.) J. Florsch.;Sematophyllum pacimoniense;Sematophyllum_pacimoniense;;6;;0;Am 4, Am 5.;;Brasil,  Colombia,  Surinam;;;;;;;;;;;;En Pittier 1936 como Potamium pacimoniense Spruce ex Mitt.
Bryophyta;Bryopsida;Bryidae;Hypnales;Sematophyllaceae;1;Sematophyllum;subpinnatum;;;(Brid.) Britt.;Sematophyllum subpinnatum;Sematophyllum_subpinnatum;;6;;0;Am 1, Am 2, Am 3, Am 4, Am 5, Afr 2, Afr 3.;;Neotr¢pico;;;Lign°cola, Ep°fito;Madera en descomposici¢n, Bejuco;;;;;;;;En Pittier 1936, Sematophyllum caespitosum Mitt. 
Bryophyta;Bryopsida;Bryidae;Hypnales;Sematophyllaceae;1;Sematophyllum;subscabrum;;;(MÅll. Hal.) Mitt.;Sematophyllum subscabrum;Sematophyllum_subscabrum;;6;;0;Am 4.;Venezuela, Colombia y Per£;Colombia y Costa Rica;;;;;;;;;;;;En Pittier 1936 como Rhaphidorrhynchium subscabrum (MÅll. Hal.) Broth / Delgadillo et al. 1995 como Rhaphidorrhynchium subscabrum (MÅll. Hal.) Broth.)
Bryophyta;Bryopsida;Bryidae;Hypnales;Sematophyllaceae;1;Sematophyllum;subsimplex;;;(Hedw.) Mitt.;Sematophyllum subsimplex;Sematophyllum_subsimplex;;6;;0;Am 2, Am 3, Am 4, Am 5, Am 6;;Venezuela,  Colombia,  Ecuador,  Bolivia,  Per£;;;Lign°cola, Sax°cola;Madera en descomposici¢n # Roca;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Sematophyllaceae;1;Sematophyllum;swartzii;;;(SchwÑgr.) Welch & H.A. Crum;Sematophyllum swartzii;Sematophyllum_swartzii;;6;;0;Am 2, Am 3, Am 4.;;Venezuela,  Colombia,  Ecuador,  Bolivia,  Per£;;;;;;;;;;;;En Pittier 1936, como Sematophyllum obliquerostratum Mitt. 
Bryophyta;Bryopsida;Bryidae;Hypnales;Sematophyllaceae;1;Sematophyllum;tequendamense;;;(Hampe) Mitt.;Sematophyllum tequendamense;Sematophyllum_tequendamense;;6;;0;Am 4.;Venezuela, Colombia y Per£;Colombia, Per£, Venezuela;;;;;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Dicranales;Erpodiaceae;1;Solmsiella;biseriata;;;(Austin) Steere;Solmsiella biseriata;Solmsiella_biseriata;;6;;0;;;China,  Taiw†n,  Tailandia,  Tanzania,  Filipinas,  Estados Unidos;;;Ep°fito;Tronco;;;;;;;;En Churchill et al 2000 como Erpodium biseriatum (Austin) Austin y en Pittier 1936 como Erpodium latifolium RS Williams
