division;clase;subclase;orden;familia;aceptado;genero;especie;Variedad;Subespecie;autor;Genero/Especie;nombre;clasificacion;basionimo;endemica;zona_vdw;paises_andinotropicales;distribucion_mundial;ecorregion;ecosistema;habito;sustrato;Lista Roja mundial;CategoriaIUCN;CriterioIUCN;AutorCriterio;Revision;Revisor;FechaRevision;Comentarios
Bryophyta;Bryopsida;Bryidae;Bartramiales;Bartramiaceae;!;Breutelia;rhythidioides;;;Herzog, Hedwigia;!Breutelia rhythidioides Herzog, Hedwigia;Breutelia rhythidioides;Especie;;0;Am 4.;Venezuela, Colombia, Ecuador, Perú y Bolivia;Bolivia, Colombia, Costa Rica, Ecuador y Venezuela;Andes;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Bartramiales;Bartramiaceae;!;Breutelia;scoparia;;;(Schwägr.) A. Jaeger;!Breutelia scoparia (Schwägr.) A. Jaeger;Breutelia scoparia;Especie;;0;Am 3, Am 4.;;;Andes, Sur del Orinoco (Guayana);;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Bartramiales;Bartramiaceae;!;Breutelia;squarrosa;;;A. Jaeger;!Breutelia squarrosa A. Jaeger;Breutelia squarrosa;Especie;;0;Am 4.;Venezuela, Colombia, Ecuador, Perú;Bolivia, Colombia,  Ecuador, Perú, Venezuela;Andes;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Bartramiales;Bartramiaceae;!;Breutelia;subarcuata;;;(Müll. Hal.)Schimp.;!Breutelia subarcuata (Müll. Hal.)Schimp.;Breutelia subarcuata;Especie;;0;Am 2, Am 4.;;;Andes;;Terrestre;Humus;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Bartramiales;Bartramiaceae;!;Breutelia;subdisticha;;;(Hampe) A. Jaeg.;!Breutelia subdisticha (Hampe) A. Jaeg.;Breutelia subdisticha;Especie;;0;;;Brasil, Bolivia, Perú, Venezuela;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Bartramiales;Bartramiaceae;!;Breutelia;tomentosa;;;(Sw. ex Brid.) A. Jaeger;!Breutelia tomentosa (Sw. ex Brid.) A. Jaeger;Breutelia tomentosa;Especie;;0;Am 2, Am 3, Am 4, Afr 2, Afr 4;;;Andes, Sur del Orinoco (Guayana), Cordillera de la Costa Central, Cordillera de la Costa Oriental;;Terrestre;Talud;;;;;; ;;En Pittier 1936 como Bartramia tomentosa (Sw. ex Brid.) Brid.
Bryophyta;Bryopsida;Bryidae;Bartramiales;Bartramiaceae;!;Breutelia;trianae;;;(Hampe) A. Jaeger;!Breutelia trianae (Hampe) A. Jaeger;Breutelia trianae;Especie;;0;Am 4.;Venezuela, Colombia, Ecuador, Perú y Bolivia;Bolivia,  Colombia,  Ecuador y Perú;Andes;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Bartramiales;Bartramiaceae;!;Conostomum;tetragonum;;;(Hedw.) Lindb.;!Conostomum tetragonum (Hedw.) Lindb.;Conostomum tetragonum;Especie;;0;Am 1, Am 2, Am 4, Am 6, Afr 4, As 1, Austr 1, Austr 2, Eur.;;Venezuela,  Colombia,  Ecuador,  Perú y Bolivia;Andes;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Bartramiales;Bartramiaceae;!;Conostomum;pentastichum;;;(Brid.) Lindb.;!Conostomum pentastichum (Brid.) Lindb.;Conostomum pentastichum;Especie;;0;;;Argentina, Colombia, Brasil, Bolivia, Perú y Venezuela;Andes,;;Saxícola;Roca;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Bartramiales;Bartramiaceae;!;Leiomela;bartramioides;;;(Hook.) Paris;!Leiomela bartramioides (Hook.) Paris;Leiomela bartramioides;Especie;;0;Am 2, Am3, Am 4, Afr 3.;;Guatemala,  Costa Rica,  América del Sur;Andes, Cordillera de la Costa Central, Sur del Orinoco (Guayana);;;;;;;;;;;En Pittier 1936 como Cryptopodium hookeri Hampe
Bryophyta;Bryopsida;Bryidae;Bartramiales;Bartramiaceae;!;Leiomela;lineata;;;(Müll. Hal.) Broth.;!Leiomela lineata (Müll. Hal.) Broth.;Leiomela lineata;Especie;;1;Am 4.;Venezuela;;Andes;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Bartramiales;Bartramiaceae;!;Leiomela;lopezii;;;D.G. Griffin;!Leiomela lopezii D.G. Griffin;Leiomela lopezii;Especie;;0;Am 4.;Venezuela y Colombia;Colombia, Venezuela;Andes;;Epífito;;Venezuela;VU;D2;León et al. 2013a;;;;
Bryophyta;Bryopsida;Bryidae;Bartramiales;Bartramiaceae;!;Leiomela;subbrevifolia;;;(Müll. Hal.) Broth.;!Leiomela subbrevifolia (Müll. Hal.) Broth.;Leiomela subbrevifolia;Especie;;1;Am 4.;Venezuela;;Andes;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Bartramiales;Bartramiaceae;!;Philonotis;alto-gracilis;;;(Müll. Hal.) Kindb.;!Philonotis alto-gracilis (Müll. Hal.) Kindb.;Philonotis alto-gracilis;Especie;;0;;Venezuela;;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Bartramiales;Bartramiaceae;!;Philonotis;andina;;;(Mitt.) A. Jaeger;!Philonotis andina (Mitt.) A. Jaeger;Philonotis andina;Especie;;0;Am 4.;Venezuela, Colombia, Ecuador, Perú y Bolivia;Bolivia, Colombia, Ecuador, Perú y Venezuela;Andes;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Bartramiales;Bartramiaceae;!;Philonotis;angulata;;;(Taylor) A. Jaeger;!Philonotis angulata (Taylor) A. Jaeger;Philonotis angulata;Especie;;0;;;;Andes;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Bartramiales;Bartramiaceae;!;Philonotis;cernua;;;(Wilson) D.G. Griffin y W.R. Buck;!Philonotis cernua (Wilson) D.G. Griffin y W.R. Buck;Philonotis cernua;Especie;;0;Am 4, Am 5.;;Bolivia, Brasil, México, Perú, Estados Unidos, Venezuela, Colombia, Perú;Andes;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Bartramiales;Bartramiaceae;!;Philonotis;curvata;;;(Hampe) A. Jaeger;!Philonotis curvata (Hampe) A. Jaeger;Philonotis curvata;Especie;;0;;;Bolivia,  Colombia,  Brasil;Andes, Llanos;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Bartramiales;Bartramiaceae;!;Philonotis;elegantula;;;(Taylor) A. Jaeger;!Philonotis elegantula (Taylor) A. Jaeger;Philonotis elegantula;Especie;;0;;;Colombia,  Perú;Andes, Cordillera de la Costa Central;;Saxícola;Roca;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Bartramiales;Bartramiaceae;;Philonotis;erecta;;;(Mitt)  D. G. Griffin &W.R. Buck;Philonotis erecta (Mitt)  D. G. Griffin &W.R. Buck;Philonotis erecta;Especie;;0;Am 4.;Venezuela y Ecuador.;;Andes;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Bartramiales;Bartramiaceae;!;Philonotis;fendleri;;;(Müll. Hal.) D.G. Griffin & W.R. Buck;!Philonotis fendleri (Müll. Hal.) D.G. Griffin & W.R. Buck;Philonotis fendleri;Especie;;1;Am 4.;Venezuela;;Andes;;;;;;;;Philonotis fendleri (Müll. Hal.) D.G. Griffin & W.R. Buck nombre aceptado por Griffin III and W. Buck 1989 The Bryologist 92 (3) :376.;Ussher M. S. (MERC) ;2012-08-06;En Pittier 1936 como Bartramidula fendleri (Müll. Hal.) Paris
Bryophyta;Bryopsida;Bryidae;Bartramiales;Bartramiaceae;!;Philonotis;glaucescens;;;(Hornsch.) Broth.;!Philonotis glaucescens (Hornsch.) Broth.;Philonotis glaucescens;Especie;;0;Am 1, Am 2, Am 3, Am 4, Am 5, Austr 1.;;Argentina, Bolivia, Brasil, Caribe, Jamaica, Puerto Rico, Colombia, Ecuador, Guatemala, Honduras, México, Panamá, Paraguay, Perú, Estados Unidos, Venezuela;Andes, Cordillera de la Costa Central;;;;;;;;;;;En Pittier 1936 como Philonotis tenella (Brid.) A. Jaeger
Bryophyta;Bryopsida;Bryidae;Bartramiales;Bartramiaceae;!;Philonotis;gracilenta;;;(Hampe) A. Jaeger;!Philonotis gracilenta (Hampe) A. Jaeger;Philonotis gracilenta;Especie;;0;;;Ecuador, Brasil, Colombia, Venezuela;Andes;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Bartramiales;Bartramiaceae;!;Philonotis;gracillima;;;Ångstr.;!Philonotis gracillima Ångstr.;Philonotis gracillima;Especie;;0;Am 1, Am 2, Am 3, Am 4, Am 5;;Caribe,  Brasil,  Colombia,  Ecuador,  México, Colombia, Perú. Estados Unidos;Andes, Cordillera de la Costa Central;;Saxícola;Roca;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Bartramiales;Bartramiaceae;!;Philonotis;hastata;;;(Duby) Wijk & Margad.;!Philonotis hastata (Duby) Wijk & Margad.;Philonotis hastata;Especie;;0;Am 6, Afr 2, Afr 3, As 2, As 3, As 4, As 5, Austr 1, Oc.;;Argentina, Bolivia, Brasil, China, Ecuador, Honduras, Madagascar, Nicaragua, Paraguay, Perú, Filipinas, Sri Lanka, Ruanda, Surinam, Taiwán, Tailandia, Estados Unidos, Zimbabue, Venezuela, Perú;Andes;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Bartramiales;Bartramiaceae;!;Philonotis;longiseta;;;(Michx.) E. Britton;!Philonotis longiseta (Michx.) E. Britton;Philonotis longiseta;Especie;;0;Am 1, Am 2, Am 3;;;Andes, Cordillera de la Costa Central;;;;;;;;;;;En Pittier 1936 como Philonotis radicalis Brid.  
Bryophyta;Bryopsida;Bryidae;Bartramiales;Bartramiaceae;!;Philonotis;macrodictya;;;(Müll. Hal.) Kindb.;!Philonotis macrodictya (Müll. Hal.) Kindb.;Philonotis macrodictya;Especie;;1;Am 4.;Venezuela;;Andes, Cordillera de la Costa Central;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Bartramiales;Bartramiaceae;!;Philonotis;mollis;;;(Dozy & Molk.) Mitt.;!Philonotis mollis (Dozy & Molk.) Mitt.;Philonotis mollis;Especie;;0;;;Tailandia,  Taiwán,  Vietnam,  China,  Japón,  Papúa  Nueva Guinea,  Filipinas;Andes;;;;;;;;;;;En Pittier 1936 como Bartramia secunda Dozy & Molk.
Bryophyta;Bryopsida;Bryidae;Bartramiales;Bartramiaceae;!;Philonotis;moritziana;;;(Hampe) A. Jaeger;!Philonotis moritziana (Hampe) A. Jaeger;Philonotis moritziana;Especie;;0;;Venezuela;;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Bartramiales;Bartramiaceae;;Bartramidula;nana;;;(Müll. Hal.) Paris;Bartramidula nana (Müll. Hal.) Paris;Bartramidula nana;Especie;;1;Am 4.;Venezuela;;Andes, Cordillera de la Costa Central;;;;;;;;;;;Aceptado en el trabajo de Griffin & Buck 1989
Bryophyta;Bryopsida;Bryidae;Bartramiales;Bartramiaceae;!;Philonotis;rufiflora;;;(Hornsch.) Reichardt;!Philonotis rufiflora (Hornsch.) Reichardt;Philonotis rufiflora;Especie;;0;Am 4, Am 5.;;Venezuela,  Colombia,  Perú,  Bolivia. Brasil,  Colombia,  Ecuador;Andes;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Bartramiales;Bartramiaceae;!;Philonotis;scabrifolia;;;(Hook. F & Wilson) Braithw.;!Philonotis scabrifolia (Hook. F & Wilson) Braithw.;Philonotis scabrifolia;Especie;;0;Am 2, Am 3, Am 4, Am 6, Afr 4, Austr 1, Austr 2, Oc.;;Argentina,  Bolivia,  Chile,  Colombia,  Ecuador,  Islas Kerguelen;Andes;;;;;;;;;;;
