division;clase;subclase;orden;familia;aceptado;genero;especie;Variedad;Subespecie;autor;Genero/Especie;nombre;clasificacion;basionimo;endemica;zona_vdw;paises_andinotropicales;distribucion_mundial;ecorregion;ecosistema;habito;sustrato;Lista Roja mundial;CategoriaIUCN;CriterioIUCN;AutorCriterio;Revision;Revisor;FechaRevision;Comentarios
Bryophyta;Bryopsida;Dicranidae;Dicranales;Leucobryaceae;!;Leucobryum;polakowskyi;;;(Besch.) Cardot;!Leucobryum polakowskyi (Besch.) Cardot;Leucobryum polakowskyi;Especie;;0;Am 1, Am 2, Am 3, Am 5.;;México, Colombia, Guatemala,  Costa Rica,  Jamaica;;;;;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Dicranales;Leucobryaceae;!;Leucobryum;subobtusifolium;;;(Broth. ) Allen;!Leucobryum subobtusifolium (Broth. ) Allen;Leucobryum subobtusifolium;Especie;;0;;;;;;;;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Dicranales;Leucobryaceae;!;Ochrobryum;gardneri;;;(Müll. Hal.) Mitt.;!Ochrobryum gardneri (Müll. Hal.) Mitt.;Ochrobryum gardneri;Especie;;0;;;Costa Rica,  Brasil;;;;;;;;;;;;
Bryophyta;Bryopsida;Dicranidae;Dicranales;Leucobryaceae;!;Ochrobryum;sessile;;;B. H. Allen;!Ochrobryum sessile B. H. Allen;Ochrobryum sessile;Especie;;0;Am 2, Am 4.;;Colombia, Costa Rica, Panamá, Venezuela;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Leucodontaceae;!;Ochrobryum;subulatum;;;Hampe ex Besch.;!Ochrobryum subulatum Hampe ex Besch.;Ochrobryum subulatum;Especie;;0;Am 4, Am 5, Afr 2, As 3.;;Bolivia, Brasil, Colombia, Guayana Francesa, Surinam, Tailandia, Venezuela;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Leucodontaceae;!;Steyermarkiella;anomalodictya;;;H. Rob.;!Steyermarkiella anomalodictya H. Rob.;Steyermarkiella anomalodictya;Especie;;1;Am 4.;Venezuela;;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hookeriales;Leucomiaceae;!;Leucodon;curvirostris;;;Hampe;!Leucodon curvirostris Hampe;Leucodon curvirostris;Especie;;0;Am 2, Am 4.;;Colombia, Guatemala, México, Panamá, Venezuela, Costa Rica;;;Epífito;;;;;;;;;Sobre base de tronco de Solanaceae, húmedo a medio sol
Bryophyta;Bryopsida;Bryidae;Hookeriales;Leucomiaceae;!;Leucodon;subgracilis;;;Hampe & M. Fleisch.;!Leucodon subgracilis Hampe & M. Fleisch.;Leucodon subgracilis;Especie;;0;;;;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hookeriales;Leucomiaceae;!;Leucomium;strumosum;;;(Hornsch.) Mitt.;!Leucomium strumosum (Hornsch.) Mitt.;Leucomium strumosum;Especie;;0;Am 4.;Venezuela, Colombia, Ecuador, Perú y Bolivia;Pantropical;;;Lignícola, Epífito;Madera en descomposición, Tocón;;;;;;;;En Pittier 1936 como Leucomium cuspidatum (Müll. Hal.) A. Jaeger 
Bryophyta;Bryopsida;Bryidae;Hookeriales;Leucomiaceae;!;Leucomium;steerei;;;B. H. Allen &Veling;!Leucomium steerei B. H. Allen &Veling;Leucomium steerei;Especie;;0;Am 4.;Venezuela;Brasil, Guyana, Venezuela;;;;;;;;;;;;Dense, humid forest in bottom of large sinkhole.
Bryophyta;Bryopsida;Bryidae;Orthotrichales;Orthotrichaceae;!;Rhyncostegiopsis;flexuosa;;;(Sull.) Müll. Hal.;!Rhyncostegiopsis flexuosa (Sull.) Müll. Hal.;Rhyncostegiopsis flexuosa;Especie;;0;;;;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Orthotrichales;Orthotrichaceae;!;Rhynchostegiopsis;tunguaraguana;;;(Mitt.) Broth.;!Rhynchostegiopsis tunguaraguana (Mitt.) Broth.;Rhynchostegiopsis tunguaraguana;Especie;;0;;;;;;Lignícola, Epífito;Madera en descomposición, Raíz, Rama;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Orthotrichales;Orthotrichaceae;!;Groutiella;apiculata;;;Hook. (H.A Crum & Steere);!Groutiella apiculata Hook. (H.A Crum & Steere);Groutiella apiculata;Especie;;0;Am 1, Am 2, Am 3, Am 4, Am 5;;;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Orthotrichales;Orthotrichaceae;!;Groutiella;husnotii;;;(Schimp. ex Besch.) H.A Crum;!Groutiella husnotii (Schimp. ex Besch.) H.A Crum;Groutiella husnotii;Especie;;0;Am 2, Am 3, Am 4.;;;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Orthotrichales;Orthotrichaceae;!;Groutiella;maracaibensis;;;(Broth.) B.H. Allen & Goffinet;!Groutiella maracaibensis (Broth.) B.H. Allen & Goffinet;Groutiella maracaibensis;Especie;;0;;;;;;;;;;;;;;;En Churchill 2000 sale como Micromitrium maracaibense Broth.
Bryophyta;Bryopsida;Bryidae;Orthotrichales;Orthotrichaceae;!;Groutiella;mucronifolia;;;(Hook. & Grev.) H.A. Crum & Steere;!Groutiella mucronifolia (Hook. & Grev.) H.A. Crum & Steere;Groutiella mucronifolia;Especie;;0;;;;;;;;;;;;;;;En Pittier 1936 como Macromitrium mucronifolium (Hook. & Grev.) Schwägr.
Bryophyta;Bryopsida;Bryidae;Orthotrichales;Orthotrichaceae;!;Groutiella;obtusa;;;(Mitt.) Florsch.;!Groutiella obtusa (Mitt.) Florsch.;Groutiella obtusa;Especie;;0;Am 4, Am 5.;;;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Orthotrichales;Orthotrichaceae;!;Groutiella;tomentosa;;;(Hornsch.) Wijk & Margad.;!Groutiella tomentosa (Hornsch.) Wijk & Margad.;Groutiella tomentosa;Especie;;0;Am 2, Am 3, Am 4, Am 5, Am 6, As 3, As 4, Austr 1.;;;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Orthotrichales;Orthotrichaceae;!;Groutiella;wagneriana;;;(Müll. Hal.) H.A. Crum & Steere;!Groutiella wagneriana (Müll. Hal.) H.A. Crum & Steere;Groutiella wagneriana;Especie;;0;Am 2, Am 3, Am 4.;;;;;;;;;;;;;;En Pittier 1936 como Macromitrium wagnerianum Müll. Hal.
Bryophyta;Bryopsida;Bryidae;Orthotrichales;Orthotrichaceae;!;Macrocoma;tenuis;;;(Hook. & Grev.) Vitt;!Macrocoma tenuis (Hook. & Grev.) Vitt;Macrocoma tenuis;Especie;;0;;;;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Orthotrichales;Orthotrichaceae;;Macrocoma;tenuis;;subsp. sullivantii;(Müll. Hal.) Vitt;Macrocoma tenuis subsp. sullivantii (Müll. Hal.) Vitt;Macrocoma tenuis subsp. sullivantii;Subespecie;;0;Am 1, Am 2, Am 4, Am 5, Am 6, As 2, As 3.;;Bolivia, Brasil, Chile, China, Colombia, Costa Rica, Ecuador, México, Paraguay, Perú, Estados Unidos, Venezuela;;;Epífito;;;;;;;;;Sobre arbusto, +/- seco, al sol.
Bryophyta;Bryopsida;Bryidae;Orthotrichales;Orthotrichaceae;!;Macrocoma;sullivantii;;;(Müll. Hal.) Grout;!Macrocoma sullivantii (Müll. Hal.) Grout;Macrocoma sullivantii;Especie;;0;;;;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Orthotrichales;Orthotrichaceae;!;Macromitrium;acutissimum;;;Müll. Hal.;!Macromitrium acutissimum Müll. Hal.;Macromitrium acutissimum;Especie;;1;Am 4.;Venezuela;;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Orthotrichales;Orthotrichaceae;!;Macromitrium;cirrosum;;;(Hedw.) Brid.;!Macromitrium cirrosum (Hedw.) Brid.;Macromitrium cirrosum;Especie;;0;Am 2, Am 3, Am 4, Am 5;;;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Orthotrichales;Orthotrichaceae;!;Macromitrium;crosbyorum;;;B. H. Allen & Vitt;!Macromitrium crosbyorum B. H. Allen & Vitt;Macromitrium crosbyorum;Especie;;0;Am 2, Am 4.;;Colombia,  Costa Rica,  Panamá;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Orthotrichales;Orthotrichaceae;!;Macromitrium;contextum;;;Hampe;!Macromitrium contextum Hampe;Macromitrium contextum;Especie;;0;;;;;;Epífito;Tronco;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Orthotrichales;Orthotrichaceae;!;Macromitrium;densifolium;;;Thér.;!Macromitrium densifolium Thér.;Macromitrium densifolium;Especie;;0;;;;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Orthotrichales;Orthotrichaceae;!;Macromitrium;fendleri;;;Müll. Hal.;!Macromitrium fendleri Müll. Hal.;Macromitrium fendleri;Especie;;1;Am 4.;Venezuela;;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Orthotrichales;Orthotrichaceae;!;Macromitrium;fusco-aureum;;;E. B. Bartram;!Macromitrium fusco-aureum E. B. Bartram;Macromitrium fusco-aureum;Especie;;0;Am 2, Am 4.;;Colombia,  Costa Rica,  Nicaragua,  Panamá;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Orthotrichales;Orthotrichaceae;!;Macromitrium;galipense;;;Müll. Hal.;!Macromitrium galipense Müll. Hal.;Macromitrium galipense;Especie;;1;Am 4.;Venezuela;;;;Epífito;Arbol;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Orthotrichales;Orthotrichaceae;!;Macromitrium;guatemalense;;;Müll. Hal.;!Macromitrium guatemalense Müll. Hal.;Macromitrium guatemalense;Especie;;0;Am 2, Am 4, Am 6.;;;;;;;;;;;; ;;En Pittier 1936 como Macromitrium paucidens Müll. Hal.  Y como Macromitrium serrulatum Mitt.
Bryophyta;Bryopsida;Bryidae;Orthotrichales;Orthotrichaceae;!;Macromitrium;leprieurii;;;Mont.;!Macromitrium leprieurii Mont.;Macromitrium leprieurii;Especie;;0;Am 2, Am 3, Am 4, Am 5;;;;;Epífito;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Orthotrichales;Orthotrichaceae;!;Macromitrium;hymenostomum;;;Montagne;!Macromitrium hymenostomum Montagne;Macromitrium hymenostomum;Especie;;0;;;;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Orthotrichales;Orthotrichaceae;!;Macromitrium;incurvifolium;;;(Hook. & Grev.) Schwägr.;!Macromitrium incurvifolium (Hook. & Grev.) Schwägr.;Macromitrium incurvifolium;Especie;;0;;;;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Orthotrichales;Orthotrichaceae;!;Macromitrium;longifolium;;;(Hook.) Brid.;!Macromitrium longifolium (Hook.) Brid.;Macromitrium longifolium;Especie;;0;Am 2, Am 3, Am 4, Am 5;;;;;Epífito;Tronco;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Orthotrichales;Orthotrichaceae;;Macromitrium;longifolium;var. brevifolium;;Müll. Hal.;Macromitrium longifolium var. brevifolium Müll. Hal.;Macromitrium longifolium var. brevifolium;Variedad;;0;;;;;;Epífito;Tronco, Arbol;;;;;;;;Aceptado por Müller, C. 1849
Bryophyta;Bryopsida;Bryidae;Orthotrichales;Orthotrichaceae;!;Macromitrium;macrothele;;;Müll. Hal.;!Macromitrium macrothele Müll. Hal.;Macromitrium macrothele;Especie;;0;Am 4.;Venezuela, Perú y Bolivia;;;;Saxícola, Epífito;Roca, Tronco, Arbol;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Orthotrichales;Orthotrichaceae;!;Macromitrium;microstomum;;;(Hook. & Grev.) Schwagr;!Macromitrium microstomum (Hook. & Grev.) Schwagr;Macromitrium microstomum;Especie;;0;Am 2, Am 4, As 4, Austr 1, Austr 2.;;;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Orthotrichales;Orthotrichaceae;!;Macromitrium;parvirete;;;E.B. Bartram;!Macromitrium parvirete E.B. Bartram;Macromitrium parvirete;Especie;;0;;;;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Orthotrichales;Orthotrichaceae;!;Macromitrium;pellucidum;;;Mitt.;!Macromitrium pellucidum Mitt.;Macromitrium pellucidum;Especie;;0;Am 4, Am 5.;;;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Orthotrichales;Orthotrichaceae;!;Macromitrium;perichaetiale;;;(Hook. & Grev.) Müll. Hal.;!Macromitrium perichaetiale (Hook. & Grev.) Müll. Hal.;Macromitrium perichaetiale;Especie;;0;Am 3, Am 5.;;;;;Epífito;Tronco;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Orthotrichales;Orthotrichaceae;!;Macromitrium;podocarpi;;;Müll. Hal.;!Macromitrium podocarpi Müll. Hal.;Macromitrium podocarpi;Especie;;0;Am 2, Am 3, Am 4, Am 5;;;;;Epífito;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Orthotrichales;Orthotrichaceae;!;Macromitrium;proliferum;;;Mitt.;!Macromitrium proliferum Mitt.;Macromitrium proliferum;Especie;;0;Am 4.;Venezuela, Colombia, Ecuador y Perú;;;;;;;;;;;;;En Pittier 1936 como Macromitrium runcinatella Müll. Hal.
Bryophyta;Bryopsida;Bryidae;Orthotrichales;Orthotrichaceae;!;Macromitrium;punctatum;;;(Hook. & Grev.) Brid.;!Macromitrium punctatum (Hook. & Grev.) Brid.;Macromitrium punctatum;Especie;;0;Am 2, Am 3, Am 4, Am 5;;;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Orthotrichales;Orthotrichaceae;!;Macromitrium;pyriforme;;;Müll. Hal.;!Macromitrium pyriforme Müll. Hal.;Macromitrium pyriforme;Especie;;1;Am 4.;Venezuela;;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Orthotrichales;Orthotrichaceae;!;Macromitrium;retusulum;;;Müll. Hal.;!Macromitrium retusulum Müll. Hal.;Macromitrium retusulum;Especie;;1;Am 4.;Venezuela;;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Orthotrichales;Orthotrichaceae;!;Macromitrium;rhaphidophyllum;;;Müll. Hal.;!Macromitrium rhaphidophyllum Müll. Hal.;Macromitrium rhaphidophyllum;Especie;;1;Am 4.;Venezuela;;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Orthotrichales;Orthotrichaceae;!;Macromitrium;richardii;;;Schwägr.;!Macromitrium richardii Schwägr.;Macromitrium richardii;Especie;;0;Am 1, Am 2, Am 3, Am 4, Am 5;;;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Orthotrichales;Orthotrichaceae;!;Macromitrium;stellulatum;;;(Hornsch.) Brid.;!Macromitrium stellulatum (Hornsch.) Brid.;Macromitrium stellulatum;Especie;;0;Am 4, Am 5.;;;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Orthotrichales;Orthotrichaceae;!;Macromitrium;stricticuspis;;;Müll. Hal.;!Macromitrium stricticuspis Müll. Hal.;Macromitrium stricticuspis;Especie;;1;Am 4.;Venezuela;;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Orthotrichales;Orthotrichaceae;!;Macromitrium;subcirrhosum;;;Müll. Hal.;!Macromitrium subcirrhosum Müll. Hal.;Macromitrium subcirrhosum;Especie;;0;Am 2, Am 4.;;;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Orthotrichales;Orthotrichaceae;!;Macromitrium;subnitidum;;;Müll. Hal.;!Macromitrium subnitidum Müll. Hal.;Macromitrium subnitidum;Especie;;1;Am 4.;Venezuela;;;;;;;;;;;;;Estatus desconocido según Trópicos.org (ANBRY)
Bryophyta;Bryopsida;Bryidae;Orthotrichales;Orthotrichaceae;!;Macromitrium;subpaucidens;;;Müll. Hal.;!Macromitrium subpaucidens Müll. Hal.;Macromitrium subpaucidens;Especie;;1;Am 4.;Venezuela;;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Orthotrichales;Orthotrichaceae;!;Macromitrium;subscabrum;;;Mitt.;!Macromitrium subscabrum Mitt.;Macromitrium subscabrum;Especie;;0;;;;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Orthotrichales;Orthotrichaceae;!;Macromitrium;swainsonii;;;(Hook.) Brid.;!Macromitrium swainsonii (Hook.) Brid.;Macromitrium swainsonii;Especie;;0;Am 3, Am 4, Am 5;;Islas del Caribe,  Colombia y México, Bolivia,  México, Colombia, América Central,  Indias Occidentales,  Colombia and Brasil;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Orthotrichales;Orthotrichaceae;!;Macromitrium;trachypodium;;;Mitt.;!Macromitrium trachypodium Mitt.;Macromitrium trachypodium;Especie;;0;Am 4.;Venezuela, Colombia, Ecuador y Perú;;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Orthotrichales;Orthotrichaceae;!;Macromitrium;ulophyllum;;;Mitt.;!Macromitrium ulophyllum Mitt.;Macromitrium ulophyllum;Especie;;0;Am 2, Am 4.;;;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Orthotrichales;Orthotrichaceae;!;Macromitrium;venezuelense;;;Paris;!Macromitrium venezuelense Paris;Macromitrium venezuelense;Especie;;1;Am 4.;Venezuela;;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Orthotrichales;Orthotrichaceae;!;Schlotheimia;angustata;;;Mitt.;!Schlotheimia angustata Mitt.;Schlotheimia angustata;Especie;;0;;;;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Orthotrichales;Orthotrichaceae;!;Schlotheimia;jamesonii;;;(Arn.) Brid.;!Schlotheimia jamesonii (Arn.) Brid.;Schlotheimia jamesonii;Especie;;0;;;;;;Epífito;Tronco;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Orthotrichales;Orthotrichaceae;!;Schlotheimia;fuscoviridis;;;Hornsch.;!Schlotheimia fuscoviridis Hornsch.;Schlotheimia fuscoviridis;Especie;;0;Am 4, Am 5.;;Brasil;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Orthotrichales;Orthotrichaceae;!;Schlotheimia;glauca;;;Müll. Hal.;!Schlotheimia glauca Müll. Hal.;Schlotheimia glauca;Especie;;1;Am 4.;Venezuela;;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Orthotrichales;Orthotrichaceae;!;Schlotheimia;grandi-areolata;;;Müll. Hal.;!Schlotheimia grandi-areolata Müll. Hal.;Schlotheimia grandi-areolata;Especie;;1;Am 4.;Venezuela;;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Orthotrichales;Orthotrichaceae;!;Schlotheimia;lasiomitria;;;Müll. Hal.;!Schlotheimia lasiomitria Müll. Hal.;Schlotheimia lasiomitria;Especie;;1;Am 4.;Venezuela;;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Orthotrichales;Orthotrichaceae;!;Schlotheimia;pungentissima;;;Müll. Hal.;!Schlotheimia pungentissima Müll. Hal.;Schlotheimia pungentissima;Especie;;1;Am 4.;Venezuela;;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Orthotrichales;Orthotrichaceae;!;Schlotheimia;rugifolia;;;(Hook.) Schwägr.;!Schlotheimia rugifolia (Hook.) Schwägr.;Schlotheimia rugifolia;Especie;;0;Am 2, Am 3, Am 4, Am 5, Am 6;;;;;Epífito;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Splachnales;Meesiaceae;!;Schlotheimia;torquata;;;(Hedw.) Brid.;!Schlotheimia torquata (Hedw.) Brid.;Schlotheimia torquata;Especie;;0;Am 2, Am 3, Am 4, Am 5;;;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Meteoriaceae;!;Schlotheimia;trichomitria;;;Schwägr.;!Schlotheimia trichomitria Schwägr.;Schlotheimia trichomitria;Especie;;0;Am 4, Am 5, Am 6.;;Bolivia, Brasil, Venezuela;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Meteoriaceae;!;Meesia;triquetra;;;(Richt.) Ångstr.;!Meesia triquetra (Richt.) Ångstr.;Meesia triquetra;Especie;;0;Am 1, Am 2, Am 4, As 1, Austr 1, Eur.;;Canadá,  China,  Polonia,  Alemania,  Suiza y Estados Unidos;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Meteoriaceae;!;Barbella;conferva;;;(Mull.Hal.) Broth;!Barbella conferva (Mull.Hal.) Broth;Barbella conferva;Especie;;1;Am 4.;Venezuela;;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Meteoriaceae;!;Cryptopapillaria;penicillata;;;(Dozy & Molk.) M. Menzel;!Cryptopapillaria penicillata (Dozy & Molk.) M. Menzel;Cryptopapillaria penicillata;Especie;;0;;;Chile;;;;;;;;;;;;En Churchill et al. 2000 como Papillaria penicillata (Dozy & Molk.) Broth. 
Bryophyta;Bryopsida;Bryidae;Hypnales;Brachytheciaceae ;!;Floribundaria;flaccida;;;(Mitt.) Broth.;!Floribundaria flaccida (Mitt.) Broth.;Floribundaria flaccida;Especie;;0;;;;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Brachytheciaceae ;!;Lepyrodontopsis;trichophylla;;;(Hedw.) Broth.;!Lepyrodontopsis trichophylla (Hedw.) Broth.;Lepyrodontopsis trichophylla;Especie;;0;Am 3, Am 4, Am 5.;;Cuba, República Dominicana, Jamaica, Islas de Barlovento, Puerto Rico, Virgen Islandia, Colombia, Costa Rica, Honduras, Panamá. Venezuela;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Brachytheciaceae ;!;Meteoridium;remotifolium;;;(Müll. Hal.) Manuel;!Meteoridium remotifolium (Müll. Hal.) Manuel;Meteoridium remotifolium;Especie;;0;Am 2, Am 3, Am 4, Am 5, Am 6;;;;;Epífito;Rama;;;;;;;;En Pittier 1936 como Meteoriopsis remotifolia (Müll. Hal.) Broth.
Bryophyta;Bryopsida;Bryidae;Hypnales;Brachytheciaceae ;!;Meteoridium;tenuissimum;;;(Hook.f. & Wilson) M. A. Lewis;!Meteoridium tenuissimum (Hook.f. & Wilson) M. A. Lewis;Meteoridium tenuissimum;Especie;;0;Am 2, Am 4.;;;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Brachytheciaceae ;!;Meteorium;denticulatum;;;Mitt.;!Meteorium denticulatum Mitt.;Meteorium denticulatum;Especie;;0;;;;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Brachytheciaceae ;!;Meteorium;deppei;;;(Hornsch. ex Müll. Hal.) Mitt.;!Meteorium deppei (Hornsch. ex Müll. Hal.) Mitt.;Meteorium deppei;Especie;;0;;;;;;Epífito;Base de tronco, Rama;;;;;;;;En Churchill et al. 2000 como Papillaria deppei (Hornsch. ex Müll. Hal.) A. Jaeger
Bryophyta;Bryopsida;Bryidae;Hypnales;Brachytheciaceae ;!;Meteorium;illecebraria;;;(Müll. Hal.) Broth.;!Meteorium illecebraria (Müll. Hal.) Broth.;Meteorium illecebraria;Especie;;1;Am 4.;Venezuela;;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Brachytheciaceae ;!;Meteorium;nigrescens;;;(Hedw.) Mitt.;!Meteorium nigrescens (Hedw.) Mitt.;Meteorium nigrescens;Especie;;0;Am 1, Am 2, Am 3, Am 4, Am 5, Afr 1, As 2.;;;;;Epífito, Saxícola;;;;;;;;;Algunos datos vienen de Papillaria nigrescens (Sw. ex Hedw.) Dozy & Molk
Bryophyta;Bryopsida;Bryidae;Hypnales;Brachytheciaceae;;Meteorium;sinuatum;;;(Müll. Hal.) Mitt.;Meteorium sinuatum (Müll. Hal.) Mitt.;Meteorium sinuatum;Especie;;0;Am 2, Am 3, Am 4, Am 5;;;;;Epífito;Rama, Arbol;;;;;;;;Algunos datos vienen de Papillaria pseudosinuata C. Müll..# Crece péndulo sobre árbol, a la sombra
Bryophyta;Bryopsida;Bryidae;Hypnales;Brachytheciaceae;!;Meteorium;teres;;;Mitt.;!Meteorium teres Mitt.;Meteorium teres;Especie;;0;;;;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Meteoriaceae;;Papillaria;laevifolia;;;(Mitt.) Broth.;Papillaria laevifolia (Mitt.) Broth.;Papillaria laevifolia;Especie;;0;;;;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Meteoriaceae;!;Papillaria;nigrescens;var. illecebra;;(Brid.) Renauld & Cardot;!Papillaria nigrescens var. illecebra (Brid.) Renauld & Cardot;Papillaria nigrescens var. illecebra;Variedad;;0;;;;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Meteoriaceae;!;Pilotrichella;flexilis;;;(Hedw.) Angstr.;!Pilotrichella flexilis (Hedw.) Angstr.;Pilotrichella flexilis;Especie;;0;Am 2, Am 3, Am 4, Am 5;;;;;Epífito;Tronco;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Meteoriaceae;!;Pilotrichella;pachygaster;;;(Müll. Hal.) A. Jaeger;!Pilotrichella pachygaster (Müll. Hal.) A. Jaeger;Pilotrichella pachygaster;Especie;;0;Am 4.;Venezuela;Brasil,  Estados Unidos,  Colombia;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Meteoriaceae;;Pilotrichella;rigida;;;(Müll. Hal.) Besch.;Pilotrichella rigida (Müll. Hal.) Besch.;Pilotrichella rigida;Especie;;0;;;México, Colombia, Guatemala,  Nicaragua,  y Costa Rica;;;Epífito;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Meteoriaceae;;Pilotrichella;viridis;;;(Müll. Hal.) A. Jaeger;Pilotrichella viridis (Müll. Hal.) A. Jaeger;Pilotrichella viridis;Especie;;0;;;;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Meteoriaceae;!;Pilotrichella;quadrangularis;;;(Schwägr.) Wijk & Margad.;!Pilotrichella quadrangularis (Schwägr.) Wijk & Margad.;Pilotrichella quadrangularis;Especie;;0;;;Venezuela,  Colombia,  Ecuador,  Bolivia,  Perú;;;;;;;;;;;;Algunos datos vienen de Orthostichidium quadrangulare (Schwägr,) B.H. Allen & Magill
Bryophyta;Bryopsida;Bryidae;Hypnales;Meteoriaceae;!;Squamidium;brasiliense;;;(Hornsch.) Broth.;!Squamidium brasiliense (Hornsch.) Broth.;Squamidium brasiliense;Especie;;0;;;;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Lembophyllaceae;!;Squamidium;diversicoma;;;(Hampe) Broth.;!Squamidium diversicoma (Hampe) Broth.;Squamidium diversicoma;Especie;;0;Am 2, Am 4, Am 5.;;México y Honduras,  Brasil;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Lembophyllaceae;!;Squamidium;isocladum;;;(Renauld & Cardot) Broth.;!Squamidium isocladum (Renauld & Cardot) Broth.;Squamidium isocladum;Especie;;0;Am 2, Am 3, Am 4, Am 5;;América central y América del Sur;;;;;;;;;;;;
Bryophyta;Bryopsida;Bryidae;Hypnales;Lembophyllaceae;!;Squamidium;leucotrichum;;;(Taylor) Broth;!Squamidium leucotrichum (Taylor) Broth;Squamidium leucotrichum;Especie;;0;Am 2, Am 3, Am 4, Am 5;Venezuela, Colombia, Ecuador, Perú y Bolivia.;Bolivia, Caribe, Colombia, Costa Rica, Ecuador, Guyana, Honduras, México, Nicaragua, Panamá, Perú, Surinam, Venezuela;;;;;;;;;;;;
